,Classifier,Score,Explained variance score,Max error,Mean absolute error,Mean squared error,Median absolute error,R^2 score
,LinearRegression,0.44023740559019586,0.4434612802326693,5.094169055764753,0.8700503613444466,1.419772718757852,0.7146739754560087,0.44023740559019586
,MLPRegressor,0.41844606799585404,0.4295611361608752,5.289616773507969,0.892114771893358,1.4750439121721057,0.7507735524273424,0.41844606799585404
,RandomForestRegressor,0.40353638473728803,0.42834570092462576,5.9717,0.8529361580086584,1.5128605897194007,0.5880000000000003,0.40353638473728803
,SVR,0.402935351597821,0.43726297238485623,5.837247751385259,0.8675494022378271,1.5143850403758157,0.6285566840623671,0.402935351597821
,AdaBoostRegressor,0.39243065988531134,0.3941670852090129,4.904794520547946,0.9344010810005772,1.541028969179433,0.7217538461538471,0.39243065988531134
,DecisionTreeRegressor,-0.23545532181909756,-0.18710132671138346,6.431,1.2669575757575762,3.133588736868687,0.8690000000000004,-0.23545532181909756
,GaussianProcessRegressor,-2027.4008902047892,-2021.4180247475908,299.1538314807713,39.75833237200149,5144.802949281279,15.665976599340327,-2027.4008902047892
